race_id,round,circuiit_id,name,race_timestamp,ingestion_date
53,1,3,Bahrain Grand Prix,2006-03-12T14:30:00.000-08:00,2024-07-10T01:25:19.559-07:00
54,2,2,Malaysian Grand Prix,2006-03-19T15:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
55,3,1,Australian Grand Prix,2006-04-02T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
56,4,21,San Marino Grand Prix,2006-04-23T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
57,5,20,European Grand Prix,2006-05-07T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
58,6,4,Spanish Grand Prix,2006-05-14T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
59,7,6,Monaco Grand Prix,2006-05-28T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
60,8,9,British Grand Prix,2006-06-11T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
61,9,7,Canadian Grand Prix,2006-06-25T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
62,10,19,United States Grand Prix,2006-07-02T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
63,11,8,French Grand Prix,2006-07-16T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
64,12,10,German Grand Prix,2006-07-30T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
65,13,11,Hungarian Grand Prix,2006-08-06T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
66,14,5,Turkish Grand Prix,2006-08-27T15:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
67,15,14,Italian Grand Prix,2006-09-10T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
68,16,17,Chinese Grand Prix,2006-10-01T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
69,17,22,Japanese Grand Prix,2006-10-08T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
70,18,18,Brazilian Grand Prix,2006-10-22T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
