result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
17170,386,11,11,3,1,1,1,9.0,65,2:08:32.10,7712100,"","",\N,"",2024-07-10T19:27:23.644-07:00
17171,364,183,8,2,2,2,2,6.0,65,+2.89,7714990,"","",\N,"",2024-07-10T19:27:23.644-07:00
17172,374,172,6,6,3,3,3,4.0,65,+1:00.15,7772250,"","",\N,"",2024-07-10T19:27:23.644-07:00
17173,346,181,16,11,4,4,4,3.0,65,+1:54.42,7826520,"","",\N,"",2024-07-10T19:27:23.644-07:00
17174,405,11,12,10,5,5,5,2.0,64,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17175,370,176,21,17,6,6,6,1.0,64,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17176,345,6,14,14,7,7,7,0.0,62,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17177,385,6,2,7,8,8,8,0.0,62,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17178,289,66,3,5,"",R,9,0.0,56,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17179,382,172,18,9,"",R,10,0.0,55,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17180,347,183,15,12,"",R,11,0.0,43,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17181,358,170,10,16,"",R,12,0.0,39,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17182,356,183,7,14,"",R,13,0.0,38,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17183,328,66,4,8,"",R,14,0.0,35,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17184,396,176,22,18,"",R,15,0.0,29,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17185,360,170,9,15,"",R,16,0.0,25,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17186,373,172,5,1,"",R,17,0.0,8,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17187,404,176,22,0,"",W,18,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17188,375,6,24,0,"",W,19,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
