race_id,round,circuiit_id,name,race_timestamp,ingestion_date
989,1,1,Australian Grand Prix,2018-03-25T05:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
990,2,3,Bahrain Grand Prix,2018-04-08T15:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
991,3,17,Chinese Grand Prix,2018-04-15T06:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
992,4,73,Azerbaijan Grand Prix,2018-04-29T12:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
993,5,4,Spanish Grand Prix,2018-05-13T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
994,6,6,Monaco Grand Prix,2018-05-27T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
995,7,7,Canadian Grand Prix,2018-06-10T18:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
996,8,34,French Grand Prix,2018-06-24T14:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
997,9,70,Austrian Grand Prix,2018-07-01T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
998,10,9,British Grand Prix,2018-07-08T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
999,11,10,German Grand Prix,2018-07-22T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1000,12,11,Hungarian Grand Prix,2018-07-29T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1001,13,13,Belgian Grand Prix,2018-08-26T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1002,14,14,Italian Grand Prix,2018-09-02T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1003,15,15,Singapore Grand Prix,2018-09-16T12:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1004,16,71,Russian Grand Prix,2018-09-30T11:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1005,17,22,Japanese Grand Prix,2018-10-07T05:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1006,18,69,United States Grand Prix,2018-10-21T18:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1007,19,32,Mexican Grand Prix,2018-10-28T19:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1008,20,18,Brazilian Grand Prix,2018-11-11T17:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1009,21,24,Abu Dhabi Grand Prix,2018-11-25T13:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
