race_id,round,circuiit_id,name,race_timestamp,ingestion_date
36,1,1,Australian Grand Prix,2007-03-18T03:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
37,2,2,Malaysian Grand Prix,2007-04-08T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
38,3,3,Bahrain Grand Prix,2007-04-15T11:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
39,4,4,Spanish Grand Prix,2007-05-13T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
40,5,6,Monaco Grand Prix,2007-05-27T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
41,6,7,Canadian Grand Prix,2007-06-10T17:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
42,7,19,United States Grand Prix,2007-06-17T17:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
43,8,8,French Grand Prix,2007-07-01T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
44,9,9,British Grand Prix,2007-07-08T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
45,10,20,European Grand Prix,2007-07-22T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
46,11,11,Hungarian Grand Prix,2007-08-05T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
47,12,5,Turkish Grand Prix,2007-08-26T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
48,13,14,Italian Grand Prix,2007-09-09T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
49,14,13,Belgian Grand Prix,2007-09-16T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
50,15,16,Japanese Grand Prix,2007-09-30T04:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
51,16,17,Chinese Grand Prix,2007-10-07T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
52,17,18,Brazilian Grand Prix,2007-10-21T16:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
