race_id,round,circuiit_id,name,race_timestamp,ingestion_date
667,1,30,South African Grand Prix,"",2024-07-10T01:25:19.559-07:00
668,2,45,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
669,3,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
670,4,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
671,5,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
672,6,53,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
673,7,38,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
674,8,20,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
675,9,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
676,10,52,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
677,11,46,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
678,12,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
