race_id,round,circuiit_id,name,race_timestamp,ingestion_date
356,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
357,2,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
358,3,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
359,4,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
360,5,33,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
361,6,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
362,7,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
363,8,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
364,9,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
365,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
366,11,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
367,12,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
368,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
369,14,26,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
370,15,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
371,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
