race_id,round,circuiit_id,name,race_timestamp,ingestion_date
321,1,33,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
322,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
323,3,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
324,4,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
325,5,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
326,6,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
327,7,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
328,8,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
329,9,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
330,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
331,11,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
332,12,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
333,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
334,14,26,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
335,15,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
336,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
