result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
16380,373,180,4,1,1,1,1,9.0,80,1:53:56.6,6836600,"","",\N,"",2024-07-10T19:27:23.644-07:00
16381,289,180,5,2,2,2,2,6.0,80,+25.3,6861900,"","",\N,"",2024-07-10T19:27:23.644-07:00
16382,358,191,3,4,3,3,3,4.0,80,+30.4,6867000,"","",\N,"",2024-07-10T19:27:23.644-07:00
16383,278,6,8,8,4,4,4,3.0,78,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16384,304,194,1,9,5,5,5,2.0,78,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16385,306,196,21,18,6,6,6,1.0,77,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16386,346,167,19,16,7,7,7,0.0,77,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16387,341,11,7,6,8,8,8,0.0,75,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16388,340,191,17,17,9,9,9,0.0,75,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16389,334,183,23,23,"",N,10,0.0,71,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16390,364,190,6,12,"",R,11,0.0,58,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16391,235,6,9,11,"",R,12,0.0,51,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16392,347,167,20,19,"",R,13,0.0,46,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16393,328,196,16,3,"",R,14,0.0,43,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16394,368,89,18,22,"",R,15,0.0,35,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16395,369,170,25,20,"",R,16,0.0,22,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16396,345,66,11,10,"",R,17,0.0,20,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16397,356,191,2,5,"",R,18,0.0,16,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16398,333,6,10,7,"",R,19,0.0,13,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16399,374,66,12,14,"",R,20,0.0,7,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16400,312,167,14,21,"",R,21,0.0,4,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16401,293,191,22,14,"",R,22,0.0,3,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16402,375,195,15,15,"",R,23,0.0,2,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
