race_id,round,circuiit_id,name,race_timestamp,ingestion_date
420,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
421,2,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
422,3,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
423,4,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
424,5,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
425,6,37,Detroit Grand Prix,"",2024-07-10T01:25:19.559-07:00
426,7,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
427,8,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
428,9,20,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
429,10,23,Austrian Grand Prix,"",2024-07-10T01:25:19.559-07:00
430,11,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
431,12,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
432,13,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
433,14,38,European Grand Prix,"",2024-07-10T01:25:19.559-07:00
434,15,30,South African Grand Prix,"",2024-07-10T01:25:19.559-07:00
435,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
