race_id,round,circuiit_id,name,race_timestamp,ingestion_date
632,1,30,South African Grand Prix,"",2024-07-10T01:25:19.559-07:00
633,2,49,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
634,3,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
635,4,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
636,5,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
637,6,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
638,7,20,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
639,8,23,Austrian Grand Prix,"",2024-07-10T01:25:19.559-07:00
640,9,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
641,10,48,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
642,11,46,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
