race_id,round,circuiit_id,name,race_timestamp,ingestion_date
372,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
373,2,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
374,3,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
375,4,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
376,5,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
377,6,37,Detroit Grand Prix,"",2024-07-10T01:25:19.559-07:00
378,7,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
379,8,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
380,9,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
381,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
382,11,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
383,12,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
384,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
385,14,26,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
386,15,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
387,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
