race_id,round,circuiit_id,name,race_timestamp,ingestion_date
948,1,1,Australian Grand Prix,2016-03-20T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
949,2,3,Bahrain Grand Prix,2016-04-03T15:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
950,3,17,Chinese Grand Prix,2016-04-17T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
951,4,71,Russian Grand Prix,2016-05-01T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
952,5,4,Spanish Grand Prix,2016-05-15T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
953,6,6,Monaco Grand Prix,2016-05-29T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
954,7,7,Canadian Grand Prix,2016-06-12T18:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
955,8,73,European Grand Prix,2016-06-19T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
956,9,70,Austrian Grand Prix,2016-07-03T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
957,10,9,British Grand Prix,2016-07-10T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
958,11,11,Hungarian Grand Prix,2016-07-24T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
959,12,10,German Grand Prix,2016-07-31T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
960,13,13,Belgian Grand Prix,2016-08-28T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
961,14,14,Italian Grand Prix,2016-09-04T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
962,15,15,Singapore Grand Prix,2016-09-18T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
963,16,2,Malaysian Grand Prix,2016-10-02T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
964,17,22,Japanese Grand Prix,2016-10-09T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
965,18,69,United States Grand Prix,2016-10-23T19:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
966,19,32,Mexican Grand Prix,2016-10-30T19:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
967,20,18,Brazilian Grand Prix,2016-11-13T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
968,21,24,Abu Dhabi Grand Prix,2016-11-27T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
