race_id,round,circuiit_id,name,race_timestamp,ingestion_date
1010,1,1,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1011,2,3,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1012,3,17,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1013,4,73,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1014,5,4,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1015,6,6,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1016,7,7,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1017,8,34,French Grand Prix,2019-06-23T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1018,9,70,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1019,10,9,British Grand Prix,2019-07-14T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1020,11,10,German Grand Prix,2019-07-28T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1021,12,11,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1022,13,13,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1023,14,14,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1024,15,15,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1025,16,71,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1026,17,22,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1027,18,32,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1028,19,69,United States Grand Prix,2019-11-03T19:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1029,20,18,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1030,21,24,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
