race_year,race_name,race_date,circuit_location,driver_name,driver_number,driver_nationality,team,grid,fastest_lap,race_time,points,position,current_date
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Lando Norris,4,British,McLaren,12,61,+1:06.801,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Lando Norris,4,British,McLaren,8,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Alexander Albon,23,Thai,Toro Rosso,13,47,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Robert Kubica,88,Polish,Williams,19,64,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Kevin Magnussen,20,Danish,Haas F1 Team,0,41,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,George Russell,63,British,Williams,18,58,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Kimi Räikkönen,7,Finnish,Alfa Romeo,16,60,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Romain Grosjean,8,French,Haas F1 Team,14,60,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Antonio Giovinazzi,99,Italian,Alfa Romeo,12,69,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Sergio Pérez,11,Mexican,Racing Point,15,61,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Carlos Sainz,55,Spanish,McLaren,11,37,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Romain Grosjean,8,French,Haas F1 Team,16,42,\N,0.0,20,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,George Russell,63,British,Williams,20,51,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Robert Kubica,88,Polish,Williams,18,50,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Kevin Magnussen,20,Danish,Haas F1 Team,15,50,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Antonio Giovinazzi,99,Italian,Alfa Romeo,10,50,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Alexander Albon,23,Thai,Toro Rosso,11,51,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Daniil Kvyat,26,Russian,Toro Rosso,19,43,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Lance Stroll,18,Canadian,Racing Point,17,44,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Sergio Pérez,11,Mexican,Racing Point,14,42,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Daniel Ricciardo,3,Australian,Renault,8,42,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Robert Kubica,88,Polish,Williams,17,55,\N,0.0,20,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Kevin Magnussen,20,Danish,Haas F1 Team,10,69,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,George Russell,63,British,Williams,0,52,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Daniil Kvyat,26,Russian,Toro Rosso,16,58,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Romain Grosjean,8,French,Haas F1 Team,11,56,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Alexander Albon,23,Thai,Toro Rosso,18,59,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Lance Stroll,18,Canadian,Racing Point,14,57,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Nico Hülkenberg,27,German,Renault,15,59,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Daniel Ricciardo,3,Australian,Renault,12,65,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Sergio Pérez,11,Mexican,Racing Point,13,67,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Kevin Magnussen,20,Danish,Haas F1 Team,16,5,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Romain Grosjean,8,French,Haas F1 Team,14,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Antonio Giovinazzi,99,Italian,Alfa Romeo,11,17,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Sergio Pérez,11,Mexican,Racing Point,15,50,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Sebastian Vettel,5,German,Ferrari,6,46,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Robert Kubica,88,Polish,Williams,20,50,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,George Russell,63,British,Williams,19,50,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Lance Stroll,18,Canadian,Racing Point,18,49,+1:21.086,0.0,13,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Alexander Albon,23,Thai,Toro Rosso,9,46,+1:15.617,0.0,12,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Lando Norris,4,British,McLaren,8,50,+1:14.281,0.0,11,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Sergio Pérez,11,Mexican,Racing Point,8,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Daniel Ricciardo,3,Australian,Renault,13,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Lando Norris,4,British,McLaren,19,16,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Charles Leclerc,16,Monegasque,Ferrari,10,17,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Nico Hülkenberg,27,German,Renault,9,18,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Valtteri Bottas,77,Finnish,Mercedes,3,54,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Pierre Gasly,10,French,Red Bull,4,56,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Antonio Giovinazzi,99,Italian,Alfa Romeo,11,60,+43.849,0.0,13,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Kimi Räikkönen,7,Finnish,Alfa Romeo,5,60,+42.214,0.0,12,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,George Russell,63,British,Williams,17,60,+26.404,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Romain Grosjean,8,French,Haas F1 Team,9,46,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Robert Kubica,88,Polish,Williams,19,42,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Antonio Giovinazzi,99,Italian,Alfa Romeo,17,64,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Lance Stroll,18,Canadian,Racing Point,18,52,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,George Russell,63,British,Williams,15,66,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Daniil Kvyat,26,Russian,Toro Rosso,13,55,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Daniel Ricciardo,3,Australian,Renault,20,49,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Kevin Magnussen,20,Danish,Haas F1 Team,14,67,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Nico Hülkenberg,27,German,Renault,11,59,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Sergio Pérez,11,Mexican,Racing Point,16,47,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Max Verstappen,33,Dutch,Red Bull,5,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Carlos Sainz,55,Spanish,McLaren,15,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,31,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Robert Kubica,88,Polish,Williams,0,33,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Kimi Räikkönen,7,Finnish,Alfa Romeo,6,37,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,George Russell,63,British,Williams,14,34,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Daniel Ricciardo,3,Australian,Renault,10,21,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Romain Grosjean,8,French,Haas F1 Team,9,18,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Kevin Magnussen,20,Danish,Haas F1 Team,8,33,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Lando Norris,4,British,McLaren,11,21,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Carlos Sainz,55,Spanish,McLaren,7,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Daniil Kvyat,26,Russian,Toro Rosso,12,19,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Kevin Magnussen,20,Danish,Haas F1 Team,11,38,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Robert Kubica,88,Polish,Williams,15,47,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Romain Grosjean,8,French,Haas F1 Team,13,31,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Kimi Räikkönen,7,Finnish,Alfa Romeo,0,52,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,George Russell,63,British,Williams,14,51,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Sebastian Vettel,5,German,Ferrari,4,50,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Lance Stroll,18,Canadian,Racing Point,9,31,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Pierre Gasly,10,French,Toro Rosso,17,51,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,George Russell,63,British,Williams,18,29,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Sergio Pérez,11,Mexican,Racing Point,15,15,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Kimi Räikkönen,7,Finnish,Alfa Romeo,12,18,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Kevin Magnussen,20,Danish,Haas F1 Team,13,58,+1:26.522,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Robert Kubica,88,Polish,Williams,19,59,+47.024,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Daniil Kvyat,26,Russian,Toro Rosso,14,57,+38.178,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Daniel Ricciardo,3,Australian,Renault,20,55,+37.660,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Lance Stroll,18,Canadian,Racing Point,16,57,+36.419,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Carlos Sainz,55,Spanish,McLaren,7,41,+35.974,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Romain Grosjean,8,French,Haas F1 Team,17,54,+35.436,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Romain Grosjean,8,French,Haas F1 Team,8,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Daniel Ricciardo,3,Australian,Renault,10,22,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Sebastian Vettel,5,German,Ferrari,3,16,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,George Russell,63,British,Williams,17,18,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Robert Kubica,88,Polish,Williams,18,24,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Antonio Giovinazzi,99,Italian,Alfa Romeo,12,51,+1:13.346,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Pierre Gasly,10,French,Toro Rosso,16,51,+1:10.076,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Kimi Räikkönen,7,Finnish,Alfa Romeo,15,51,+1:08.910,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Daniil Kvyat,26,Russian,Toro Rosso,19,52,+1:02.496,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Lance Stroll,18,Canadian,Racing Point,14,53,+1:00.821,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Nico Hülkenberg,27,German,Renault,15,47,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Daniel Ricciardo,3,Australian,Renault,16,48,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Max Verstappen,33,Dutch,Red Bull,5,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Robert Kubica,88,Polish,Williams,0,44,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,George Russell,63,British,Williams,18,27,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Kevin Magnussen,20,Danish,Haas F1 Team,19,49,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Antonio Giovinazzi,99,Italian,Alfa Romeo,11,51,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Romain Grosjean,8,French,Haas F1 Team,10,18,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Kimi Räikkönen,7,Finnish,Alfa Romeo,13,50,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Lando Norris,4,British,McLaren,8,31,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Lando Norris,4,British,McLaren,8,46,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Kimi Räikkönen,7,Finnish,Alfa Romeo,14,55,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Robert Kubica,88,Polish,Williams,20,63,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Romain Grosjean,8,French,Haas F1 Team,18,68,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,George Russell,63,British,Williams,19,69,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Kevin Magnussen,20,Danish,Haas F1 Team,17,53,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Antonio Giovinazzi,99,Italian,Alfa Romeo,15,65,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Carlos Sainz,55,Spanish,McLaren,7,66,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Lance Stroll,18,Canadian,Racing Point,16,68,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Daniil Kvyat,26,Russian,Toro Rosso,9,48,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Sebastian Vettel,5,German,Ferrari,2,6,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Robert Kubica,88,Polish,Williams,19,22,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Kevin Magnussen,20,Danish,Haas F1 Team,12,42,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,George Russell,63,British,Williams,18,54,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Pierre Gasly,10,French,Toro Rosso,10,31,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Romain Grosjean,8,French,Haas F1 Team,15,52,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Antonio Giovinazzi,99,Italian,Alfa Romeo,16,41,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Lance Stroll,18,Canadian,Racing Point,14,42,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Daniil Kvyat,26,Russian,Toro Rosso,13,41,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Kimi Räikkönen,7,Finnish,Alfa Romeo,17,46,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Valtteri Bottas,77,Finnish,Mercedes,4,43,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Lance Stroll,18,Canadian,Racing Point,17,65,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Charles Leclerc,16,Monegasque,Ferrari,14,63,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Sebastian Vettel,5,German,Ferrari,2,51,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Robert Kubica,88,Polish,Williams,19,63,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Nico Hülkenberg,27,German,Renault,13,64,+18.059,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Alexander Albon,23,Thai,Red Bull,5,52,+14.927,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Romain Grosjean,8,French,Haas F1 Team,7,29,+14.247,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,George Russell,63,British,Williams,18,57,+13.599,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Kevin Magnussen,20,Danish,Haas F1 Team,9,65,+12.732,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Lance Stroll,18,Canadian,Racing Point,12,25,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Robert Kubica,88,Polish,Williams,19,51,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Pierre Gasly,10,French,Toro Rosso,11,53,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,George Russell,63,British,Williams,18,50,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Antonio Giovinazzi,99,Italian,Alfa Romeo,16,28,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Romain Grosjean,8,French,Haas F1 Team,15,33,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Kevin Magnussen,20,Danish,Haas F1 Team,14,22,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Kimi Räikkönen,7,Finnish,Alfa Romeo,17,25,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Nico Hülkenberg,27,German,Renault,9,52,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Daniel Ricciardo,3,Australian,Renault,7,51,\N,0.0,11,2024-07-12T11:40:19.668-07:00
