race_id,round,circuiit_id,name,race_timestamp,ingestion_date
765,1,25,Argentine Grand Prix,"",2024-07-10T01:25:19.559-07:00
766,2,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
767,3,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
768,4,19,Indianapolis 500,"",2024-07-10T01:25:19.559-07:00
769,5,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
770,6,55,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
771,7,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
772,8,20,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
773,9,59,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
774,10,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
775,11,64,Moroccan Grand Prix,"",2024-07-10T01:25:19.559-07:00
