result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
15095,304,1,7,6,1,1,1,9.0,80,1:56:46.049,7006049,"","",\N,"",2024-07-10T19:27:23.644-07:00
15096,238,32,2,1,2,2,2,6.0,80,+4.039,7010088,"","",\N,"",2024-07-10T19:27:23.644-07:00
15097,327,25,6,2,3,3,3,4.0,80,+14.667,7020716,"","",\N,"",2024-07-10T19:27:23.644-07:00
15098,199,34,10,5,4,4,4,3.0,80,+18.068,7024117,"","",\N,"",2024-07-10T19:27:23.644-07:00
15099,328,25,5,3,5,5,5,2.0,80,+25.998,7032047,"","",\N,"",2024-07-10T19:27:23.644-07:00
15100,235,6,3,8,6,6,6,1.0,79,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15101,309,1,8,7,7,7,7,0.0,79,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15102,329,37,15,21,8,8,8,0.0,78,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15103,223,66,19,12,9,9,9,0.0,77,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15104,250,63,24,16,10,10,10,0.0,77,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15105,307,80,25,11,11,11,11,0.0,77,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15106,224,32,1,4,12,12,12,0.0,76,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15107,182,66,21,15,13,13,13,0.0,75,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15108,332,58,16,19,14,14,14,0.0,74,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15109,306,66,20,9,"",R,15,0.0,57,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15110,262,58,17,17,"",R,16,0.0,50,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15111,305,63,23,10,"",R,17,0.0,41,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15112,197,37,14,20,"",R,18,0.0,38,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15113,289,58,12,18,"",R,19,0.0,16,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15114,290,34,11,12,"",R,20,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
15115,317,37,27,14,"",R,21,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
