result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
3348,30,6,3,3,1,1,1,10.0,62,1:33:44.792,5624792,"","",\N,"",2024-07-10T19:27:23.644-07:00
3349,14,1,2,2,2,2,2,6.0,62,+4.265,5629057,"","",\N,"",2024-07-10T19:27:23.644-07:00
3350,22,24,16,6,3,3,3,4.0,61,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3351,71,17,7,8,4,4,4,3.0,61,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3352,21,22,9,16,5,5,5,2.0,61,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3353,55,15,11,13,6,6,6,1.0,61,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3354,63,16,23,19,7,7,7,0.0,59,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3355,69,18,20,22,8,8,8,0.0,59,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3356,48,18,21,21,9,9,9,0.0,59,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3357,65,24,17,12,10,10,10,0.0,58,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3358,70,3,5,10,11,11,11,0.0,58,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3359,64,15,12,15,"",R,12,0.0,49,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3360,44,20,18,11,"",R,13,0.0,48,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3361,56,6,4,4,"",R,14,0.0,46,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3362,49,17,8,7,"",R,15,0.0,46,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3363,68,21,15,20,"",R,16,0.0,29,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3364,23,3,6,9,"",R,17,0.0,28,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3365,57,1,1,1,"",R,18,0.0,17,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3366,37,21,14,18,"",R,19,0.0,5,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3367,25,22,10,17,"",R,20,0.0,5,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3368,35,16,22,14,"",R,21,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
3369,15,20,19,5,"",R,22,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
