result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
24446,844,6,16,1,1,1,1,25.0,44,1:23:45.710,5025710,23,4,1:46.664,236.39,2024-07-10T19:27:23.644-07:00
24447,1,131,44,3,2,2,2,18.0,44,+0.981,5026691,24,3,1:46.580,236.577,2024-07-10T19:27:23.644-07:00
24448,822,131,77,4,3,3,3,15.0,44,+12.585,5038295,27,2,1:46.465,236.832,2024-07-10T19:27:23.644-07:00
24449,20,6,5,2,4,4,4,13.0,44,+26.422,5052132,36,1,1:46.409,236.957,2024-07-10T19:27:23.644-07:00
24450,848,9,23,17,5,5,5,10.0,44,+1:21.325,5107035,41,5,1:47.507,234.537,2024-07-10T19:27:23.644-07:00
24451,815,211,11,7,6,6,6,8.0,44,+1:24.448,5110158,29,13,1:48.781,231.79,2024-07-10T19:27:23.644-07:00
24452,826,5,26,19,7,7,7,6.0,44,+1:29.657,5115367,26,7,1:48.143,233.157,2024-07-10T19:27:23.644-07:00
24453,807,4,27,12,8,8,8,4.0,44,+1:46.639,5132349,34,9,1:48.349,232.714,2024-07-10T19:27:23.644-07:00
24454,842,5,10,13,9,9,9,2.0,44,+1:49.168,5134878,21,17,1:49.700,229.848,2024-07-10T19:27:23.644-07:00
24455,840,211,18,16,10,10,10,1.0,44,+1:49.838,5135548,34,10,1:48.357,232.697,2024-07-10T19:27:23.644-07:00
24456,846,1,4,11,11,11,11,0.0,43,\N,"",21,8,1:48.321,232.774,2024-07-10T19:27:23.644-07:00
24457,825,210,20,8,12,12,12,0.0,43,\N,"",33,11,1:48.677,232.012,2024-07-10T19:27:23.644-07:00
24458,154,210,8,9,13,13,13,0.0,43,\N,"",18,16,1:49.274,230.744,2024-07-10T19:27:23.644-07:00
24459,817,4,3,10,14,14,14,0.0,43,\N,"",21,18,1:50.451,228.285,2024-07-10T19:27:23.644-07:00
24460,847,3,63,14,15,15,15,0.0,43,\N,"",34,14,1:48.860,231.622,2024-07-10T19:27:23.644-07:00
24461,8,51,7,6,16,16,16,0.0,43,\N,"",37,12,1:48.753,231.85,2024-07-10T19:27:23.644-07:00
24462,9,3,88,0,17,17,17,0.0,43,\N,"",33,15,1:49.220,230.858,2024-07-10T19:27:23.644-07:00
24463,841,51,99,18,18,18,18,0.0,42,\N,"",31,6,1:47.560,234.421,2024-07-10T19:27:23.644-07:00
24464,832,1,55,15,"",R,19,0.0,1,\N,"","",0,\N,"",2024-07-10T19:27:23.644-07:00
24465,830,9,33,5,"",R,20,0.0,0,\N,"","",0,\N,"",2024-07-10T19:27:23.644-07:00
