race_id,round,circuiit_id,name,race_timestamp,ingestion_date
337,1,3,Bahrain Grand Prix,2010-03-14T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
338,2,1,Australian Grand Prix,2010-03-28T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
339,3,2,Malaysian Grand Prix,2010-04-04T08:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
340,4,17,Chinese Grand Prix,2010-04-18T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
341,5,4,Spanish Grand Prix,2010-05-09T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
342,6,6,Monaco Grand Prix,2010-05-16T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
343,7,5,Turkish Grand Prix,2010-05-30T11:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
344,8,7,Canadian Grand Prix,2010-06-13T16:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
345,9,12,European Grand Prix,2010-06-27T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
346,10,9,British Grand Prix,2010-07-11T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
347,11,10,German Grand Prix,2010-07-25T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
348,12,11,Hungarian Grand Prix,2010-08-01T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
349,13,13,Belgian Grand Prix,2010-08-29T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
350,14,14,Italian Grand Prix,2010-09-12T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
351,15,15,Singapore Grand Prix,2010-09-26T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
352,16,22,Japanese Grand Prix,2010-10-10T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
353,17,35,Korean Grand Prix,2010-10-24T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
354,18,18,Brazilian Grand Prix,2010-11-07T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
355,19,24,Abu Dhabi Grand Prix,2010-11-14T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
