result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
17108,373,172,1,1,1,1,1,9.0,15,2:07:52.4,7672400,"","",\N,"",2024-07-10T19:27:23.644-07:00
17109,289,66,9,3,2,2,2,6.0,15,+15.9,7688300,"","",\N,"",2024-07-10T19:27:23.644-07:00
17110,364,183,5,5,3,3,3,4.0,15,+21.4,7693800,"","",\N,"",2024-07-10T19:27:23.644-07:00
17111,358,170,12,8,4,4,4,3.0,15,+3:29.6,7882000,"","",\N,"",2024-07-10T19:27:23.644-07:00
17112,356,183,4,14,5,5,5,2.0,15,+4:41.2,7953600,"","",\N,"",2024-07-10T19:27:23.644-07:00
17113,385,6,8,7,6,6,6,1.0,15,+5:08.6,7981000,"","",\N,"",2024-07-10T19:27:23.644-07:00
17114,347,183,16,9,7,7,7,0.0,15,+5:58.5,8030900,"","",\N,"",2024-07-10T19:27:23.644-07:00
17115,418,66,24,19,8,8,8,0.0,14,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17116,341,6,7,4,"",R,9,0.0,11,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17117,346,181,17,11,"",R,10,0.0,9,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17118,374,172,2,6,"",R,11,0.0,8,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17119,423,172,3,12,"",R,12,0.0,8,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17120,370,176,20,17,"",R,13,0.0,8,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17121,360,170,11,10,"",R,14,0.0,7,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17122,304,183,6,13,"",R,15,0.0,5,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17123,278,176,19,16,"",R,16,0.0,3,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17124,406,172,22,20,"",R,17,0.0,3,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17125,328,66,10,2,"",R,18,0.0,2,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17126,380,181,21,18,"",R,19,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17127,424,66,25,0,"",F,20,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
17128,420,183,23,0,"",F,21,0.0,0,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
