race_id,round,circuiit_id,name,race_timestamp,ingestion_date
90,1,1,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
91,2,2,Malaysian Grand Prix,"",2024-07-10T01:25:19.559-07:00
92,3,3,Bahrain Grand Prix,"",2024-07-10T01:25:19.559-07:00
93,4,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
94,5,4,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
95,6,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
96,7,20,European Grand Prix,"",2024-07-10T01:25:19.559-07:00
97,8,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
98,9,19,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
99,10,8,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
100,11,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
101,12,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
102,13,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
103,14,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
104,15,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
105,16,17,Chinese Grand Prix,"",2024-07-10T01:25:19.559-07:00
106,17,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
107,18,18,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
