race_id,round,circuiit_id,name,race_timestamp,ingestion_date
388,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
389,2,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
390,3,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
391,4,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
392,5,37,Detroit Grand Prix,"",2024-07-10T01:25:19.559-07:00
393,6,34,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
394,7,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
395,8,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
396,9,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
397,10,23,Austrian Grand Prix,"",2024-07-10T01:25:19.559-07:00
398,11,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
399,12,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
400,13,26,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
401,14,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
402,15,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
403,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
