race_id,round,circuiit_id,name,race_timestamp,ingestion_date
860,1,1,Australian Grand Prix,2012-03-18T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
861,2,2,Malaysian Grand Prix,2012-03-25T08:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
862,3,17,Chinese Grand Prix,2012-04-15T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
863,4,3,Bahrain Grand Prix,2012-04-22T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
864,5,4,Spanish Grand Prix,2012-05-13T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
865,6,6,Monaco Grand Prix,2012-05-27T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
866,7,7,Canadian Grand Prix,2012-06-10T18:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
867,8,12,European Grand Prix,2012-06-24T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
868,9,9,British Grand Prix,2012-07-08T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
869,10,10,German Grand Prix,2012-07-22T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
870,11,11,Hungarian Grand Prix,2012-07-29T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
871,12,13,Belgian Grand Prix,2012-09-02T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
872,13,14,Italian Grand Prix,2012-09-09T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
873,14,15,Singapore Grand Prix,2012-09-23T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
874,15,22,Japanese Grand Prix,2012-10-07T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
875,16,35,Korean Grand Prix,2012-10-14T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
876,17,68,Indian Grand Prix,2012-10-28T09:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
877,18,24,Abu Dhabi Grand Prix,2012-11-04T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
878,19,69,United States Grand Prix,2012-11-18T19:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
879,20,18,Brazilian Grand Prix,2012-11-25T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
