race_id,round,circuiit_id,name,race_timestamp,ingestion_date
746,1,25,Argentine Grand Prix,"",2024-07-10T01:25:19.559-07:00
747,2,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
748,3,19,Indianapolis 500,"",2024-07-10T01:25:19.559-07:00
749,4,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
750,5,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
751,6,55,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
752,7,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
753,8,59,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
754,9,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
755,10,60,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
