race_id,round,circuiit_id,name,race_timestamp,ingestion_date
656,1,30,South African Grand Prix,"",2024-07-10T01:25:19.559-07:00
657,2,49,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
658,3,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
659,4,39,Dutch Grand Prix,"",2024-07-10T01:25:19.559-07:00
660,5,51,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
661,6,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
662,7,20,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
663,8,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
664,9,48,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
665,10,46,United States Grand Prix,"",2024-07-10T01:25:19.559-07:00
666,11,32,Mexican Grand Prix,"",2024-07-10T01:25:19.559-07:00
