race_id,round,circuiit_id,name,race_timestamp,ingestion_date
1031,1,70,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1032,2,70,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1033,3,11,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1034,4,9,British Grand Prix,2020-08-02T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1035,5,9,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1036,6,4,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1037,7,13,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1038,8,14,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1039,9,76,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1040,10,71,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1041,11,20,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1042,12,75,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,2024-07-10T01:25:19.559-07:00
1043,13,21,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1044,14,5,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1045,15,3,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1046,16,3,Sakhir Grand Prix,2020-12-06T17:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
1047,17,24,Abu Dhabi Grand Prix,2020-12-13T13:10:00.000-08:00,2024-07-10T01:25:19.559-07:00
