race_id,round,circuiit_id,name,race_timestamp,ingestion_date
1053,2,21,Emilia Romagna Grand Prix,2021-04-18T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1052,1,3,Bahrain Grand Prix,2021-03-28T15:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1051,21,1,Australian Grand Prix,2021-11-21T06:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
1054,3,20,TBC,"",2024-07-10T01:25:19.559-07:00
1055,4,4,Spanish Grand Prix,2021-05-09T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1056,5,6,Monaco Grand Prix,2021-05-23T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1057,6,73,Azerbaijan Grand Prix,2021-06-06T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1058,7,7,Canadian Grand Prix,2021-06-13T18:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1059,8,34,French Grand Prix,2021-06-27T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1060,9,70,Austrian Grand Prix,2021-07-04T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1061,10,9,British Grand Prix,2021-07-18T14:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1062,11,11,Hungarian Grand Prix,2021-08-01T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1063,12,13,Belgian Grand Prix,2021-08-29T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1064,13,39,Dutch Grand Prix,2021-09-05T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1065,14,14,Italian Grand Prix,2021-09-12T13:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1066,15,71,Russian Grand Prix,2021-09-26T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1067,16,15,Singapore Grand Prix,2021-10-03T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1068,17,22,Japanese Grand Prix,2021-10-10T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1069,18,69,United States Grand Prix,2021-10-24T19:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1070,19,32,Mexico City Grand Prix,2021-10-31T19:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
1071,20,18,Brazilian Grand Prix,2021-11-07T17:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
1072,22,77,Saudi Arabian Grand Prix,2021-12-05T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
1073,23,24,Abu Dhabi Grand Prix,2021-12-12T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
