race_id,round,circuiit_id,name,race_timestamp,ingestion_date
18,1,1,Australian Grand Prix,2008-03-16T04:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
19,2,2,Malaysian Grand Prix,2008-03-23T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
20,3,3,Bahrain Grand Prix,2008-04-06T11:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
21,4,4,Spanish Grand Prix,2008-04-27T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
22,5,5,Turkish Grand Prix,2008-05-11T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
23,6,6,Monaco Grand Prix,2008-05-25T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
24,7,7,Canadian Grand Prix,2008-06-08T17:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
25,8,8,French Grand Prix,2008-06-22T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
26,9,9,British Grand Prix,2008-07-06T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
27,10,10,German Grand Prix,2008-07-20T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
28,11,11,Hungarian Grand Prix,2008-08-03T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
29,12,12,European Grand Prix,2008-08-24T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
30,13,13,Belgian Grand Prix,2008-09-07T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
31,14,14,Italian Grand Prix,2008-09-14T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
32,15,15,Singapore Grand Prix,2008-09-28T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
33,16,16,Japanese Grand Prix,2008-10-12T04:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
34,17,17,Chinese Grand Prix,2008-10-19T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
35,18,18,Brazilian Grand Prix,2008-11-02T17:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
