race_id,race_year,round,circuiit_id,name,race_timestamp,ingestion_date
308,1991,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
309,1991,5,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
310,1991,6,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
311,1991,7,8,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
312,1991,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
313,1991,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
314,1991,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
315,1991,11,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
316,1991,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
317,1991,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
318,1991,14,4,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
319,1991,15,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
320,1991,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
321,1990,1,33,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
322,1990,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
323,1990,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
324,1990,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
325,1990,5,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
326,1990,6,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
327,1990,7,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
328,1990,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
329,1990,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
330,1990,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
331,1990,11,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
332,1990,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
333,1990,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
334,1990,14,26,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
335,1990,15,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
336,1990,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
337,2010,1,3,Bahrain Grand Prix,2010-03-14T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
338,2010,2,1,Australian Grand Prix,2010-03-28T06:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
339,2010,3,2,Malaysian Grand Prix,2010-04-04T08:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
340,2010,4,17,Chinese Grand Prix,2010-04-18T06:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
341,2010,5,4,Spanish Grand Prix,2010-05-09T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
342,2010,6,6,Monaco Grand Prix,2010-05-16T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
343,2010,7,5,Turkish Grand Prix,2010-05-30T11:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
344,2010,8,7,Canadian Grand Prix,2010-06-13T16:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
345,2010,9,12,European Grand Prix,2010-06-27T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
346,2010,10,9,British Grand Prix,2010-07-11T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
347,2010,11,10,German Grand Prix,2010-07-25T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
348,2010,12,11,Hungarian Grand Prix,2010-08-01T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
349,2010,13,13,Belgian Grand Prix,2010-08-29T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
350,2010,14,14,Italian Grand Prix,2010-09-12T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
351,2010,15,15,Singapore Grand Prix,2010-09-26T12:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
352,2010,16,22,Japanese Grand Prix,2010-10-10T06:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
353,2010,17,35,Korean Grand Prix,2010-10-24T05:00:00.000-07:00,2024-07-10T01:25:05.808-07:00
354,2010,18,18,Brazilian Grand Prix,2010-11-07T16:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14T13:00:00.000-08:00,2024-07-10T01:25:05.808-07:00
356,1989,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
357,1989,2,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
358,1989,3,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
359,1989,4,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
360,1989,5,33,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
361,1989,6,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
362,1989,7,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
363,1989,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
364,1989,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
365,1989,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
366,1989,11,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
367,1989,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
368,1989,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
369,1989,14,26,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
370,1989,15,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
371,1989,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
372,1988,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
373,1988,2,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
374,1988,3,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
375,1988,4,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
376,1988,5,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
377,1988,6,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
378,1988,7,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
379,1988,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
380,1988,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
381,1988,10,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
382,1988,11,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
383,1988,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
384,1988,13,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
385,1988,14,26,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
386,1988,15,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
387,1988,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
388,1987,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
389,1987,2,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
390,1987,3,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
391,1987,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
392,1987,5,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
393,1987,6,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
394,1987,7,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
395,1987,8,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
396,1987,9,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
397,1987,10,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
398,1987,11,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
399,1987,12,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
400,1987,13,26,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
401,1987,14,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
402,1987,15,22,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
403,1987,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
404,1986,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
405,1986,2,26,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
406,1986,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
407,1986,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
408,1986,5,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
409,1986,6,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
410,1986,7,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
411,1986,8,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
412,1986,9,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
413,1986,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
414,1986,11,11,Hungarian Grand Prix,"",2024-07-10T01:25:05.808-07:00
415,1986,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
416,1986,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
417,1986,14,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
418,1986,15,32,Mexican Grand Prix,"",2024-07-10T01:25:05.808-07:00
419,1986,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
420,1985,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
421,1985,2,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
422,1985,3,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
423,1985,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
424,1985,5,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
425,1985,6,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
426,1985,7,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
427,1985,8,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
428,1985,9,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
429,1985,10,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
430,1985,11,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
431,1985,12,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
432,1985,13,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
433,1985,14,38,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
434,1985,15,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
435,1985,16,29,Australian Grand Prix,"",2024-07-10T01:25:05.808-07:00
436,1984,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
437,1984,2,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
438,1984,3,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
439,1984,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
440,1984,5,41,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
441,1984,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
442,1984,7,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
443,1984,8,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
444,1984,9,42,Dallas Grand Prix,"",2024-07-10T01:25:05.808-07:00
445,1984,10,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
446,1984,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
447,1984,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
448,1984,13,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
449,1984,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
450,1984,15,20,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
451,1984,16,27,Portuguese Grand Prix,"",2024-07-10T01:25:05.808-07:00
452,1983,1,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
453,1983,2,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
454,1983,3,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
455,1983,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
456,1983,5,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
457,1983,6,13,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
458,1983,7,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
459,1983,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
460,1983,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
461,1983,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
462,1983,11,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
463,1983,12,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
464,1983,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
465,1983,14,38,European Grand Prix,"",2024-07-10T01:25:05.808-07:00
466,1983,15,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
467,1982,1,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
468,1982,2,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
469,1982,3,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
470,1982,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
471,1982,5,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
472,1982,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
473,1982,7,37,Detroit Grand Prix,"",2024-07-10T01:25:05.808-07:00
474,1982,8,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
475,1982,9,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
476,1982,10,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
477,1982,11,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
478,1982,12,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
479,1982,13,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
480,1982,14,41,Swiss Grand Prix,"",2024-07-10T01:25:05.808-07:00
481,1982,15,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
482,1982,16,44,Caesars Palace Grand Prix,"",2024-07-10T01:25:05.808-07:00
483,1981,1,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
484,1981,2,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
485,1981,3,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
486,1981,4,21,San Marino Grand Prix,"",2024-07-10T01:25:05.808-07:00
487,1981,5,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
488,1981,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
489,1981,7,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
490,1981,8,41,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
491,1981,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
492,1981,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
493,1981,11,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
494,1981,12,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
495,1981,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
496,1981,14,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
497,1981,15,44,Caesars Palace Grand Prix,"",2024-07-10T01:25:05.808-07:00
498,1980,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
499,1980,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
500,1980,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
501,1980,4,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
502,1980,5,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
503,1980,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
504,1980,7,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
505,1980,8,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
506,1980,9,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
507,1980,10,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
508,1980,11,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
509,1980,12,21,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
510,1980,13,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
511,1980,14,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
512,1979,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
513,1979,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
514,1979,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
515,1979,4,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
516,1979,5,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
517,1979,6,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
518,1979,7,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
519,1979,8,41,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
520,1979,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
521,1979,10,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
522,1979,11,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
523,1979,12,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
524,1979,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
525,1979,14,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
526,1979,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
527,1978,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
528,1978,2,36,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
529,1978,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
530,1978,4,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
531,1978,5,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
532,1978,6,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
533,1978,7,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
534,1978,8,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
535,1978,9,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
536,1978,10,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
537,1978,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
538,1978,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
539,1978,13,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
540,1978,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
541,1978,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
542,1978,16,7,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
543,1977,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
544,1977,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
545,1977,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
546,1977,4,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
547,1977,5,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
548,1977,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
549,1977,7,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
550,1977,8,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
551,1977,9,41,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
552,1977,10,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
553,1977,11,10,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
554,1977,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
555,1977,13,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
556,1977,14,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
557,1977,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
558,1977,16,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
559,1977,17,16,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
560,1976,1,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
561,1976,2,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
562,1976,3,43,United States Grand Prix West,"",2024-07-10T01:25:05.808-07:00
563,1976,4,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
564,1976,5,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
565,1976,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
566,1976,7,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
567,1976,8,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
568,1976,9,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
569,1976,10,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
570,1976,11,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
571,1976,12,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
572,1976,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
573,1976,14,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
574,1976,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
575,1976,16,16,Japanese Grand Prix,"",2024-07-10T01:25:05.808-07:00
576,1975,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
577,1975,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
578,1975,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
579,1975,4,49,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
580,1975,5,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
581,1975,6,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
582,1975,7,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
583,1975,8,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
584,1975,9,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
585,1975,10,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
586,1975,11,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
587,1975,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
588,1975,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
589,1975,14,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
590,1974,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
591,1974,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
592,1974,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
593,1974,4,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
594,1974,5,50,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
595,1974,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
596,1974,7,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
597,1974,8,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
598,1974,9,41,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
599,1974,10,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
600,1974,11,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
601,1974,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
602,1974,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
603,1974,14,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
604,1974,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
605,1973,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
606,1973,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:05.808-07:00
607,1973,3,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
608,1973,4,49,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
609,1973,5,40,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
610,1973,6,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
611,1973,7,47,Swedish Grand Prix,"",2024-07-10T01:25:05.808-07:00
612,1973,8,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
613,1973,9,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
614,1973,10,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
615,1973,11,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
616,1973,12,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
617,1973,13,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
618,1973,14,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
619,1973,15,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
620,1972,1,25,Argentine Grand Prix,"",2024-07-10T01:25:05.808-07:00
621,1972,2,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
622,1972,3,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
623,1972,4,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
624,1972,5,50,Belgian Grand Prix,"",2024-07-10T01:25:05.808-07:00
625,1972,6,51,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
626,1972,7,38,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
627,1972,8,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
628,1972,9,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
629,1972,10,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
630,1972,11,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
631,1972,12,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
632,1971,1,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
633,1971,2,49,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
634,1971,3,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
635,1971,4,39,Dutch Grand Prix,"",2024-07-10T01:25:05.808-07:00
636,1971,5,34,French Grand Prix,"",2024-07-10T01:25:05.808-07:00
637,1971,6,9,British Grand Prix,"",2024-07-10T01:25:05.808-07:00
638,1971,7,20,German Grand Prix,"",2024-07-10T01:25:05.808-07:00
639,1971,8,23,Austrian Grand Prix,"",2024-07-10T01:25:05.808-07:00
640,1971,9,14,Italian Grand Prix,"",2024-07-10T01:25:05.808-07:00
641,1971,10,48,Canadian Grand Prix,"",2024-07-10T01:25:05.808-07:00
642,1971,11,46,United States Grand Prix,"",2024-07-10T01:25:05.808-07:00
643,1970,1,30,South African Grand Prix,"",2024-07-10T01:25:05.808-07:00
644,1970,2,45,Spanish Grand Prix,"",2024-07-10T01:25:05.808-07:00
645,1970,3,6,Monaco Grand Prix,"",2024-07-10T01:25:05.808-07:00
