result_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,ranks,fastest_lap_time,fastest_lap_speed,ingestion_date
16435,360,187,5,6,1,1,1,9.0,28,1:40:02.1,6002100,"","",\N,"",2024-07-10T19:27:23.644-07:00
16436,345,66,11,8,2,2,2,6.0,28,+12.1,6014200,"","",\N,"",2024-07-10T19:27:23.644-07:00
16437,235,6,23,3,3,3,3,4.0,28,+39.6,6041700,"","",\N,"",2024-07-10T19:27:23.644-07:00
16438,328,196,7,2,4,4,4,3.0,27,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16439,262,180,2,15,5,5,5,2.0,26,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16440,376,195,15,12,6,6,6,1.0,26,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16441,346,180,3,9,7,7,7,0.0,25,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16442,306,82,10,13,8,8,8,0.0,25,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16443,361,66,14,7,"",R,9,0.0,22,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16444,304,187,6,5,"",R,10,0.0,18,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16445,341,11,20,4,"",R,11,0.0,11,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16446,278,6,22,1,"",R,12,0.0,8,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16447,312,195,16,11,"",R,13,0.0,6,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16448,370,66,12,18,"",R,14,0.0,6,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16449,356,191,18,10,"",R,15,0.0,6,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16450,289,180,1,14,"",R,16,0.0,5,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16451,358,191,19,17,"",R,17,0.0,5,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
16452,347,194,17,16,"",R,18,0.0,1,\N,"","","",\N,"",2024-07-10T19:27:23.644-07:00
