race_id,round,circuiit_id,name,race_timestamp,ingestion_date
273,1,30,South African Grand Prix,"",2024-07-10T01:25:19.559-07:00
274,2,18,Brazilian Grand Prix,"",2024-07-10T01:25:19.559-07:00
275,3,31,European Grand Prix,"",2024-07-10T01:25:19.559-07:00
276,4,21,San Marino Grand Prix,"",2024-07-10T01:25:19.559-07:00
277,5,4,Spanish Grand Prix,"",2024-07-10T01:25:19.559-07:00
278,6,6,Monaco Grand Prix,"",2024-07-10T01:25:19.559-07:00
279,7,7,Canadian Grand Prix,"",2024-07-10T01:25:19.559-07:00
280,8,8,French Grand Prix,"",2024-07-10T01:25:19.559-07:00
281,9,9,British Grand Prix,"",2024-07-10T01:25:19.559-07:00
282,10,10,German Grand Prix,"",2024-07-10T01:25:19.559-07:00
283,11,11,Hungarian Grand Prix,"",2024-07-10T01:25:19.559-07:00
284,12,13,Belgian Grand Prix,"",2024-07-10T01:25:19.559-07:00
285,13,14,Italian Grand Prix,"",2024-07-10T01:25:19.559-07:00
286,14,27,Portuguese Grand Prix,"",2024-07-10T01:25:19.559-07:00
287,15,22,Japanese Grand Prix,"",2024-07-10T01:25:19.559-07:00
288,16,29,Australian Grand Prix,"",2024-07-10T01:25:19.559-07:00
