race_id,round,circuiit_id,name,race_timestamp,ingestion_date
931,6,6,Monaco Grand Prix,2015-05-24T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
932,7,7,Canadian Grand Prix,2015-06-07T18:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
929,4,3,Bahrain Grand Prix,2015-04-19T15:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
930,5,4,Spanish Grand Prix,2015-05-10T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
928,3,17,Chinese Grand Prix,2015-04-12T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
926,1,1,Australian Grand Prix,2015-03-15T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
927,2,2,Malaysian Grand Prix,2015-03-29T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
933,8,70,Austrian Grand Prix,2015-06-21T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
934,9,9,British Grand Prix,2015-07-05T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
936,10,11,Hungarian Grand Prix,2015-07-26T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
937,11,13,Belgian Grand Prix,2015-08-23T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
938,12,14,Italian Grand Prix,2015-09-06T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
939,13,15,Singapore Grand Prix,2015-09-20T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
940,14,22,Japanese Grand Prix,2015-09-27T05:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
941,15,71,Russian Grand Prix,2015-10-11T11:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
942,16,69,United States Grand Prix,2015-10-25T19:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
943,17,32,Mexican Grand Prix,2015-11-01T19:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
944,18,18,Brazilian Grand Prix,2015-11-15T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
945,19,24,Abu Dhabi Grand Prix,2015-11-29T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
