race_year,race_name,race_date,circuit_location,driver_name,driver_number,driver_nationality,team,grid,fastest_lap,race_time,points,ingested_date
2020,Abu Dhabi Grand Prix,2020-12-13T13:10:00.000-08:00,Abu Dhabi,Valtteri Bottas,77,Finnish,Mercedes,2,40,+15.976,18.0,2024-07-11T21:08:26.709-07:00
