race_id,round,circuiit_id,name,race_timestamp,ingestion_date
880,1,1,Australian Grand Prix,2013-03-17T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
881,2,2,Malaysian Grand Prix,2013-03-24T08:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
882,3,17,Chinese Grand Prix,2013-04-14T07:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
883,4,3,Bahrain Grand Prix,2013-04-21T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
884,5,4,Spanish Grand Prix,2013-05-12T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
885,6,6,Monaco Grand Prix,2013-05-26T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
886,7,7,Canadian Grand Prix,2013-06-09T18:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
887,8,9,British Grand Prix,2013-06-30T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
888,9,20,German Grand Prix,2013-07-07T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
890,10,11,Hungarian Grand Prix,2013-07-28T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
891,11,13,Belgian Grand Prix,2013-08-25T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
892,12,14,Italian Grand Prix,2013-09-08T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
893,13,15,Singapore Grand Prix,2013-09-22T12:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
894,14,35,Korean Grand Prix,2013-10-06T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
895,15,22,Japanese Grand Prix,2013-10-13T06:00:00.000-07:00,2024-07-10T01:25:19.559-07:00
896,16,68,Indian Grand Prix,2013-10-27T09:30:00.000-07:00,2024-07-10T01:25:19.559-07:00
897,17,24,Abu Dhabi Grand Prix,2013-11-03T13:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
898,18,69,United States Grand Prix,2013-11-17T19:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
899,19,18,Brazilian Grand Prix,2013-11-24T16:00:00.000-08:00,2024-07-10T01:25:19.559-07:00
